#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T14:43+0000 #
#####################################################################
#
# Algorithm = sm_av, CamHerdRatio = 2.0, NumberOfHerds = 8.0, Seed = 7.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.002 0.0 0.0 0.0 0.5 NaN NaN 25.8 0.00 25.8 25.8 0.00 0.00 0.00 0.00
1e+01 0.125 0.125 1347.3964 2551.8071 NaN NaN 29.3 38.7 44.0 46.9 0.0732 0.0391 0.103 0.0756
2e+01 0.125 0.125 1260.4654 2559.7277 NaN NaN 29.6 33.7 43.6 43.9 0.120 0.102 0.107 0.0819
3e+01 0.125 0.125 1036.2078 2827.3816 NaN NaN 30.1 31.6 43.4 44.0 0.121 0.103 0.110 0.0851
4e+01 0.125 0.125 996.0868 2806.937 NaN NaN 30.7 29.3 43.5 44.8 0.120 0.102 0.110 0.0859
5e+01 0.125 0.1912 973.2563 2799.146 NaN NaN 31.5 27.7 43.7 45.4 0.143 0.104 0.154 0.106
6e+01 0.125 0.4118 871.5552 2738.86 NaN NaN 32.5 27.8 43.7 45.2 0.209 0.0947 0.292 0.141
7e+01 0.125 0.4338 758.7525 2641.0505 NaN NaN 32.8 28.0 43.9 45.6 0.215 0.0906 0.318 0.148
8e+01 0.125 0.4485 797.9785 2812.9702 NaN NaN 33.0 26.4 43.7 44.9 0.208 0.0722 0.320 0.151
9e+01 0.125 0.4926 757.6696 2873.0468 NaN NaN 33.3 27.7 43.9 45.2 0.202 0.0573 0.299 0.169
1e+02 0.125 0.5515 693.5832 2841.8002 NaN NaN 33.6 28.1 43.8 44.8 0.229 0.0469 0.361 0.196
1e+02 0.1324 0.5882 667.5941 2852.5573 NaN NaN 34.2 25.3 43.7 46.0 0.239 0.0434 0.387 0.164
1e+02 0.1471 0.6985 656.1173 2763.6273 NaN NaN 34.8 24.6 43.8 45.4 0.285 0.0395 0.444 0.151
1e+02 0.1471 0.6912 589.8861 2777.3309 NaN NaN 34.9 25.5 43.8 47.1 0.279 0.0388 0.429 0.151
1e+02 0.1618 0.7132 599.651 2716.0845 NaN NaN 35.3 25.3 43.9 45.9 0.286 0.0376 0.437 0.154
2e+02 0.1618 0.7279 580.5319 2800.2731 NaN NaN 35.5 26.3 43.9 47.3 0.282 0.0357 0.451 0.150
2e+02 0.1691 0.7279 590.1668 2807.7327 NaN NaN 35.9 28.6 43.9 46.0 0.270 0.0334 0.434 0.149
2e+02 0.1985 0.7059 590.9986 2824.0313 NaN NaN 36.3 27.5 44.1 47.5 0.257 0.0340 0.432 0.142
2e+02 0.1985 0.6838 612.4242 2811.8974 NaN NaN 37.1 26.9 44.7 48.4 0.246 0.0341 0.419 0.141
2e+02 0.2132 0.6691 573.7935 2793.3624 NaN NaN 37.5 26.4 44.9 49.8 0.232 0.0366 0.437 0.139
2e+02 0.2132 0.6618 605.6943 2779.5285 NaN NaN 37.7 31.4 45.6 50.5 0.214 0.0320 0.430 0.137
2e+02 0.1985 0.6691 591.2706 2758.6814 NaN NaN 37.7 36.9 46.1 50.9 0.197 0.0277 0.425 0.142
2e+02 0.1985 0.7206 621.1197 2708.2121 NaN NaN 38.1 40.3 45.9 50.3 0.198 0.0249 0.433 0.139
2e+02 0.2279 0.7721 575.8872 2746.5738 NaN NaN 38.4 43.2 46.5 49.8 0.193 0.0236 0.428 0.151
2e+02 0.2868 0.8235 595.9156 2766.7813 NaN NaN 38.6 43.1 46.4 50.8 0.215 0.0237 0.431 0.165
3e+02 0.3162 0.8382 618.6488 2710.492 NaN NaN 39.2 44.1 46.6 49.1 0.246 0.0242 0.423 0.183
3e+02 0.4412 0.8456 627.1959 2773.5566 NaN NaN 39.3 41.4 46.4 48.8 0.315 0.0447 0.500 0.157
3e+02 0.4706 0.8015 606.2086 2743.5679 NaN NaN 39.2 38.1 46.3 48.7 0.389 0.0874 0.532 0.140
3e+02 0.4485 0.8162 580.0551 2538.9946 NaN NaN 39.0 32.9 45.7 48.3 0.402 0.103 0.524 0.157
