#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T15:13+0000 #
#####################################################################
#
# Algorithm = sm_av, CamHerdRatio = 0.5, NumberOfHerds = 8.0, Seed = 12.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0006 0.0 0.0 0.0 1.4142 NaN NaN 30.9 0.00 30.9 30.9 0.00 0.00 0.00 0.00
1e+01 0.0 0.0 375.0 2597.0418 NaN NaN 15.8 160 31.5 32.7 0.00 0.00 0.00 0.00
2e+01 0.0 0.0896 400.0 2572.2274 NaN NaN 16.5 176 32.0 35.0 0.0176 0.00491 0.0359 0.0218
3e+01 0.0 0.1119 330.2043 2759.3988 NaN NaN 16.4 172 32.3 36.1 0.0338 0.00916 0.0728 0.0477
4e+01 0.0 0.1194 313.7408 2687.1631 NaN NaN 16.5 172 32.5 35.9 0.0386 0.0111 0.0765 0.0480
5e+01 0.0 0.1194 309.3975 2768.4478 NaN NaN 16.6 175 33.4 35.9 0.0443 0.0148 0.0774 0.0496
6e+01 0.0 0.1194 308.5291 2639.6731 NaN NaN 16.8 171 33.9 36.6 0.0476 0.0169 0.0782 0.0513
7e+01 0.0 0.1194 305.9243 2741.2683 NaN NaN 16.3 169 34.6 36.3 0.0484 0.0174 0.0769 0.0488
8e+01 0.0 0.1194 303.3716 2661.532 NaN NaN 15.8 167 35.3 36.8 0.0474 0.0167 0.0742 0.0474
9e+01 0.0 0.1194 315.606 2735.9393 NaN NaN 15.5 167 36.4 38.3 0.0472 0.0166 0.0628 0.0368
1e+02 0.0 0.1194 313.0426 2716.7544 NaN NaN 12.8 192 36.0 40.6 0.0477 0.0169 0.0660 0.0389
1e+02 0.0 0.1194 316.6303 2688.788 NaN NaN 12.9 200 36.5 42.1 0.0471 0.0165 0.0574 0.0336
1e+02 0.0 0.1194 313.43 2702.7572 NaN NaN 17.8 151 37.3 43.7 0.0461 0.0159 0.0550 0.0304
1e+02 0.0 0.1119 311.7181 2718.9432 NaN NaN 16.9 166 37.1 44.5 0.0404 0.0132 0.0628 0.0381
1e+02 0.0 0.1194 311.4214 2719.2319 NaN NaN 18.1 152 36.4 43.9 0.0405 0.0124 0.0657 0.0400
2e+02 0.0 0.097 314.5948 2691.6817 NaN NaN 17.0 174 37.1 45.5 0.0274 0.00777 0.0581 0.0379
2e+02 0.0 0.1119 309.1395 2843.783 NaN NaN 15.8 180 36.0 44.3 0.0303 0.00760 0.0744 0.0485
2e+02 0.0 0.1194 311.2695 2795.4433 NaN NaN 14.6 188 35.3 43.7 0.0298 0.00683 0.0853 0.0580
2e+02 0.0 0.1194 311.5857 2792.0551 NaN NaN 13.3 201 35.3 43.1 0.0268 0.00563 0.0866 0.0596
2e+02 0.0 0.1119 324.0422 2744.2042 NaN NaN 13.6 210 35.6 44.9 0.0245 0.00508 0.0768 0.0514
2e+02 0.0 0.1045 316.187 2818.5081 NaN NaN 13.9 219 35.7 45.5 0.0186 0.00351 0.0700 0.0490
2e+02 0.0 0.1045 318.0214 2720.7319 NaN NaN 15.9 209 36.6 44.7 0.0179 0.00328 0.0657 0.0437
2e+02 0.0 0.1194 313.5691 2715.3978 NaN NaN 18.2 170 36.7 44.0 0.0146 0.00189 0.0708 0.0469
2e+02 0.0 0.1194 305.1579 2680.53 NaN NaN 20.3 122 35.3 41.3 0.0161 0.00202 0.0891 0.0610
2e+02 0.0 0.1194 315.2901 2764.7016 NaN NaN 21.7 95.1 35.0 40.6 0.0147 0.00163 0.0879 0.0595
3e+02 0.0 0.1194 310.6523 2733.419 NaN NaN 19.3 146 34.2 39.7 0.0142 0.00151 0.0922 0.0643
