#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T15:20+0000 #
#####################################################################
#
# Algorithm = sm_av, CamHerdRatio = 2.0, NumberOfHerds = 8.0, Seed = 13.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.009 0.0 0.0 0.0 0.0 NaN NaN 26.5 0.00 26.5 26.5 0.00 0.00 0.00 0.00
1e+01 0.124 0.124 1213.8234 2328.4965 NaN NaN 30.1 54.0 46.1 49.9 0.123 0.108 0.107 0.0818
2e+01 0.124 0.186 1095.1615 2458.9378 NaN NaN 30.4 53.7 46.6 48.3 0.131 0.109 0.132 0.0936
3e+01 0.124 0.2016 898.5635 2525.2261 NaN NaN 30.6 51.6 46.2 48.2 0.139 0.108 0.170 0.115
4e+01 0.124 0.2093 855.0081 2654.0886 NaN NaN 30.8 46.3 45.0 47.5 0.138 0.108 0.176 0.121
5e+01 0.124 0.2093 811.5985 2674.9209 NaN NaN 31.3 45.1 45.2 49.5 0.137 0.108 0.168 0.114
6e+01 0.124 0.3411 837.0943 2688.194 NaN NaN 32.6 41.6 45.3 49.9 0.187 0.110 0.261 0.141
7e+01 0.124 0.3333 711.0479 2720.979 NaN NaN 33.2 34.3 45.1 49.1 0.186 0.111 0.260 0.144
8e+01 0.124 0.4806 737.9372 2636.9611 NaN NaN 33.8 29.8 45.2 48.2 0.236 0.104 0.334 0.148
9e+01 0.124 0.4574 602.0592 2604.0639 NaN NaN 34.0 31.3 45.5 48.8 0.232 0.104 0.331 0.151
1e+02 0.124 0.4419 652.4847 2673.858 NaN NaN 34.3 32.2 45.9 50.0 0.215 0.0929 0.317 0.148
1e+02 0.124 0.5349 579.7256 2617.0112 NaN NaN 34.6 36.2 46.4 50.3 0.230 0.0736 0.364 0.144
1e+02 0.124 0.5116 599.0747 2705.7606 NaN NaN 34.6 38.8 46.6 51.5 0.214 0.0622 0.357 0.142
1e+02 0.124 0.5504 567.5012 2703.3552 NaN NaN 34.5 38.9 46.0 51.4 0.190 0.0465 0.347 0.159
1e+02 0.124 0.5271 543.3428 2788.6279 NaN NaN 34.3 39.4 45.9 51.4 0.175 0.0380 0.316 0.178
2e+02 0.124 0.5891 563.5061 2658.1344 NaN NaN 34.4 38.4 45.8 50.2 0.185 0.0398 0.310 0.216
2e+02 0.124 0.5891 495.083 2609.2556 NaN NaN 34.3 40.8 45.9 50.5 0.184 0.0384 0.271 0.247
2e+02 0.124 0.5814 530.4379 2568.6404 NaN NaN 34.5 43.2 46.0 51.4 0.174 0.0340 0.237 0.303
2e+02 0.124 0.5814 538.2006 2633.7987 NaN NaN 34.4 43.8 46.0 51.9 0.160 0.0277 0.229 0.387
2e+02 0.1395 0.5271 546.3796 2767.4318 NaN NaN 34.3 42.2 46.0 52.2 0.147 0.0261 0.253 0.351
2e+02 0.186 0.4806 523.6169 2714.9343 NaN NaN 34.4 43.4 46.4 51.3 0.126 0.0258 0.364 0.158
2e+02 0.2016 0.4884 450.2062 2652.6087 NaN NaN 34.3 44.9 46.7 50.4 0.127 0.0258 0.366 0.154
2e+02 0.1783 0.4961 458.3072 2645.5771 NaN NaN 34.2 43.0 46.3 50.5 0.137 0.0313 0.373 0.157
2e+02 0.1938 0.5271 481.0144 2682.5107 NaN NaN 34.3 42.7 46.1 50.1 0.149 0.0314 0.384 0.161
2e+02 0.2326 0.5349 470.873 2618.0884 NaN NaN 34.4 42.2 46.0 49.3 0.157 0.0312 0.388 0.159
3e+02 0.2558 0.5426 465.509 2591.8576 NaN NaN 34.4 41.6 45.9 48.1 0.179 0.0385 0.393 0.157
3e+02 0.2791 0.5349 493.2743 2599.0911 NaN NaN 34.5 41.0 45.7 47.1 0.185 0.0388 0.387 0.154
3e+02 0.3101 0.5349 451.7967 2544.7338 NaN NaN 34.8 44.7 46.0 48.3 0.188 0.0407 0.400 0.157
3e+02 0.3101 0.5349 473.9478 2530.7868 NaN NaN 34.8 45.6 46.2 47.5 0.181 0.0375 0.409 0.161
3e+02 0.3101 0.5194 462.9605 2568.0966 NaN NaN 34.9 47.9 46.3 48.2 0.185 0.0436 0.386 0.158
3e+02 0.3256 0.5194 476.0891 2660.441 NaN NaN 34.8 48.1 46.4 48.7 0.187 0.0433 0.385 0.161
3e+02 0.3333 0.5271 471.6385 2599.348 NaN NaN 34.6 44.2 46.0 47.8 0.192 0.0462 0.389 0.162
