#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T14:14+0000 #
#####################################################################
#
# Algorithm = sm_av, CamHerdRatio = 3.0, NumberOfHerds = 4.0, Seed = 2.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.003 0.0 0.0 0.0 2.2361 NaN NaN 23.5 0.00 23.5 23.5 0.00 0.00 0.00 0.00
1e+01 0.0 0.0 1120.0 2552.1108 NaN NaN 26.5 6.57 29.3 29.7 0.00 0.00 0.00 0.00
2e+01 0.0 0.0 1200.0 2464.9687 NaN NaN 27.1 9.06 30.6 31.4 0.00 0.00 0.00 0.00
3e+01 0.0 0.1732 1196.1341 2498.8547 NaN NaN 28.6 19.6 34.4 36.9 0.0263 0.00490 0.0849 0.0496
4e+01 0.0 0.4016 1085.3113 2428.6346 NaN NaN 29.7 26.0 35.7 37.4 0.116 0.0261 0.219 0.0902
5e+01 0.0 0.4016 1021.6161 2510.9179 NaN NaN 30.0 25.3 36.1 37.8 0.122 0.0258 0.217 0.0896
6e+01 0.0 0.4094 1024.6558 2405.1353 NaN NaN 30.5 24.1 36.7 38.9 0.130 0.0265 0.232 0.0989
7e+01 0.1339 0.4016 963.1613 2569.7783 NaN NaN 31.1 22.6 37.5 40.0 0.157 0.0420 0.251 0.112
8e+01 0.1575 0.3937 941.1486 2580.2307 NaN NaN 31.0 23.4 37.7 39.6 0.176 0.0571 0.246 0.114
9e+01 0.126 0.4252 948.1292 2538.3028 NaN NaN 31.3 25.6 38.0 39.5 0.193 0.0638 0.242 0.113
1e+02 0.1181 0.3937 943.509 2558.9876 NaN NaN 30.6 32.2 38.1 38.9 0.184 0.0705 0.205 0.108
1e+02 0.126 0.3937 934.2784 2488.8573 NaN NaN 30.5 39.9 38.5 39.7 0.187 0.0740 0.190 0.107
1e+02 0.2441 0.5118 916.9665 2595.9198 NaN NaN 31.1 55.3 40.0 41.7 0.278 0.0953 0.260 0.141
1e+02 0.2756 0.5118 844.2636 2561.2905 NaN NaN 31.2 60.3 40.8 43.0 0.286 0.0988 0.252 0.143
1e+02 0.3386 0.5118 852.1005 2671.5763 NaN NaN 31.5 66.2 41.9 44.9 0.301 0.101 0.254 0.144
2e+02 0.3465 0.5118 860.5124 2581.1179 NaN NaN 32.0 70.9 43.0 46.1 0.288 0.0890 0.239 0.152
2e+02 0.3228 0.5118 858.2528 2549.465 NaN NaN 32.3 72.6 43.8 47.2 0.254 0.0690 0.228 0.159
2e+02 0.3071 0.5118 860.676 2609.6049 NaN NaN 32.9 72.5 44.1 47.8 0.236 0.0593 0.237 0.150
2e+02 0.315 0.5039 863.236 2555.656 NaN NaN 33.4 73.6 44.7 48.1 0.221 0.0542 0.242 0.154
2e+02 0.3071 0.4961 859.2403 2615.3129 NaN NaN 33.6 73.9 45.1 48.6 0.198 0.0447 0.229 0.152
2e+02 0.2756 0.4803 877.5799 2589.0326 NaN NaN 33.9 81.9 46.5 48.8 0.166 0.0359 0.209 0.157
2e+02 0.2913 0.4882 869.9585 2661.0251 NaN NaN 33.7 89.6 45.9 49.2 0.147 0.0296 0.223 0.164
2e+02 0.2598 0.4724 860.3419 2644.125 NaN NaN 33.3 96.0 46.1 49.4 0.115 0.0201 0.230 0.174
2e+02 0.2913 0.4252 865.7418 2736.0947 NaN NaN 33.2 99.9 46.2 49.9 0.0916 0.0138 0.213 0.168
2e+02 0.2677 0.3937 867.6201 2620.1716 NaN NaN 33.3 103 47.4 50.3 0.0773 0.0108 0.186 0.169
3e+02 0.2835 0.4094 872.7154 2592.8913 NaN NaN 33.6 99.4 47.0 50.4 0.0803 0.0114 0.176 0.171
3e+02 0.2362 0.4488 870.0906 2629.8135 NaN NaN 34.3 97.5 47.5 50.5 0.0854 0.0119 0.193 0.175
3e+02 0.252 0.622 825.2506 2538.9107 NaN NaN 35.1 91.5 46.7 50.4 0.161 0.0248 0.282 0.190
3e+02 0.2598 0.6063 763.6613 2589.9747 NaN NaN 35.0 86.8 47.0 49.8 0.155 0.0243 0.289 0.176
3e+02 0.2913 0.5984 778.308 2494.7307 NaN NaN 35.0 83.1 46.4 49.2 0.148 0.0239 0.270 0.180
3e+02 0.2756 0.5827 763.0485 2508.3848 NaN NaN 34.9 82.6 46.6 49.2 0.147 0.0244 0.288 0.181
