#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T15:57+0000 #
#####################################################################
#
# Algorithm = bc_re_c, CamHerdRatio = 1.0, NumberOfHerds = 2.0, Seed = 19.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.02 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1e+01 0.0 0.0 190.0 2615.6515 NaN NaN 11.2 123 22.4 22.7 0.00 0.00 0.00 0.00
2e+01 0.0 0.0 200.0 2595.0668 NaN NaN 12.3 148 24.8 25.2 0.00 0.00 0.00 0.00
3e+01 0.0 0.0 200.0 2383.7287 NaN NaN 13.9 189 28.4 29.3 0.00 0.00 0.00 0.00
4e+01 0.0 0.3083 197.8939 2308.0942 NaN NaN 16.8 277 35.2 39.6 0.0413 0.00519 0.198 0.110
5e+01 0.0 0.4333 161.0435 2319.6291 NaN NaN 18.0 322 38.6 43.7 0.0861 0.0138 0.259 0.108
6e+01 0.0 0.4833 164.4523 2341.7372 NaN NaN 18.2 316 37.8 40.0 0.165 0.0312 0.288 0.109
7e+01 0.0 0.4917 176.5105 2358.2592 NaN NaN 17.7 308 36.5 38.2 0.202 0.0399 0.276 0.105
8e+01 0.0 0.45 127.2632 2373.2779 NaN NaN 21.4 228 36.2 38.2 0.176 0.0384 0.264 0.103
9e+01 0.0 0.4333 124.3972 2413.078 NaN NaN 26.0 100 35.8 37.6 0.167 0.0383 0.249 0.104
1e+02 0.0 0.4333 121.038 2318.2671 NaN NaN 28.1 48.8 36.1 37.5 0.171 0.0378 0.248 0.101
1e+02 0.0583 0.4167 120.6316 2327.0068 NaN NaN 28.8 50.0 36.7 37.7 0.175 0.0475 0.231 0.0980
1e+02 0.3833 0.5083 60.7078 2364.2754 NaN NaN 29.7 58.8 38.2 38.8 0.350 0.135 0.352 0.137
1e+02 0.325 0.4667 67.1611 2531.1792 NaN NaN 29.6 55.2 38.3 39.4 0.312 0.125 0.217 0.123
1e+02 0.3333 0.4167 93.7945 2544.6429 NaN NaN 29.7 51.2 38.4 38.8 0.286 0.124 0.221 0.130
2e+02 0.3917 0.4333 71.7048 2452.4472 NaN NaN 30.3 47.9 38.6 39.1 0.316 0.140 0.253 0.113
2e+02 0.3417 0.4417 63.1167 2479.6186 NaN NaN 30.5 42.9 38.3 38.7 0.311 0.136 0.219 0.123
2e+02 0.3167 0.4333 63.9773 2488.3509 NaN NaN 30.6 38.4 38.2 38.9 0.308 0.132 0.236 0.130
2e+02 0.3333 0.425 82.314 2482.3141 NaN NaN 30.8 36.6 38.4 39.4 0.290 0.130 0.263 0.122
2e+02 0.325 0.425 80.3506 2445.9158 NaN NaN 31.1 33.8 38.5 39.6 0.287 0.128 0.267 0.126
2e+02 0.325 0.4 66.8623 2497.2342 NaN NaN 31.2 30.2 38.5 39.6 0.268 0.122 0.242 0.110
2e+02 0.3333 0.4167 99.91 2509.8711 NaN NaN 31.9 29.9 39.4 40.3 0.278 0.126 0.233 0.105
2e+02 0.3333 0.3667 92.6767 2413.7467 NaN NaN 31.7 24.9 39.0 39.6 0.259 0.122 0.221 0.114
2e+02 0.3083 0.3667 66.2802 2468.2365 NaN NaN 31.9 21.8 38.9 39.9 0.253 0.121 0.228 0.116
2e+02 0.275 0.3417 78.7128 2396.9699 NaN NaN 32.0 17.0 38.4 38.7 0.230 0.117 0.205 0.108
3e+02 0.2833 0.35 78.7603 2474.14 NaN NaN 32.3 14.3 38.3 38.6 0.246 0.121 0.226 0.116
3e+02 0.2917 0.325 82.5567 2393.1694 NaN NaN 32.7 13.6 38.7 39.3 0.234 0.115 0.180 0.127
3e+02 0.2667 0.325 103.6114 2550.8913 NaN NaN 32.9 10.3 38.1 38.7 0.220 0.113 0.184 0.0922
