#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T15:27+0000 #
#####################################################################
#
# Algorithm = bc_re_c, CamHerdRatio = 1.0, NumberOfHerds = 4.0, Seed = 14.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.009 0.0 0.0 0.0 2.0 NaN NaN 23.3 0.00 23.3 23.3 0.00 0.00 0.00 0.00
1e+01 0.0 0.0 375.0 2380.2813 NaN NaN 21.6 1.51 23.4 23.6 0.00 0.00 0.00 0.00
2e+01 0.0 0.0 400.0 2346.8155 NaN NaN 22.0 1.65 23.7 23.9 0.00 0.00 0.00 0.00
3e+01 0.0 0.0 400.0 2379.0137 NaN NaN 22.7 2.39 24.6 24.9 0.00 0.00 0.00 0.00
4e+01 0.0 0.0 400.0 2405.7936 NaN NaN 23.8 5.59 27.4 27.9 0.00 0.00 0.00 0.00
5e+01 0.0 0.2377 400.0 2457.8531 NaN NaN 25.4 21.1 33.0 34.4 0.0858 0.0275 0.119 0.0560
6e+01 0.0 0.2541 393.8227 2333.6662 NaN NaN 26.4 42.9 37.6 42.6 0.0720 0.0169 0.173 0.0952
7e+01 0.0 0.2377 396.517 2471.8738 NaN NaN 21.2 172 36.1 40.6 0.0763 0.0186 0.179 0.104
8e+01 0.0 0.2541 360.5881 2416.5284 NaN NaN 21.3 169 35.7 37.6 0.0998 0.0296 0.170 0.0938
9e+01 0.0 0.2541 316.9778 2398.6923 NaN NaN 21.8 172 35.4 37.2 0.101 0.0303 0.168 0.0910
1e+02 0.0 0.2541 322.4505 2389.5881 NaN NaN 22.6 182 35.8 38.1 0.0982 0.0287 0.160 0.0839
