#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T15:39+0000 #
#####################################################################
#
# Algorithm = bc_re_c, CamHerdRatio = 0.5, NumberOfHerds = 8.0, Seed = 16.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.007 0.0 0.0 0.0 1.0 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+01 0.1269 0.1269 308.1489 2504.515 NaN NaN 17.1 171 38.4 43.5 0.0566 0.0230 0.105 0.0771
2e+01 0.1269 0.1269 267.0876 2481.9178 NaN NaN 18.8 173 41.7 46.6 0.0870 0.0535 0.104 0.0766
3e+01 0.1269 0.1269 233.5138 2530.4197 NaN NaN 17.3 180 40.4 41.6 0.115 0.0921 0.0993 0.0701
4e+01 0.1269 0.1269 169.8889 2722.4944 NaN NaN 16.8 194 41.5 42.2 0.126 0.111 0.103 0.0754
5e+01 0.1269 0.1269 131.6222 2666.2968 NaN NaN 17.0 188 41.4 42.0 0.124 0.107 0.104 0.0755
6e+01 0.1269 0.1269 104.9569 2664.9993 NaN NaN 17.1 185 41.5 41.9 0.126 0.109 0.104 0.0755
7e+01 0.1269 0.1269 97.9051 2714.9683 NaN NaN 17.2 183 41.4 42.0 0.122 0.104 0.103 0.0760
8e+01 0.1269 0.1269 117.3688 2627.7766 NaN NaN 17.5 178 41.4 42.0 0.123 0.106 0.0981 0.0692
9e+01 0.1269 0.1269 161.0626 2557.3231 NaN NaN 17.7 176 41.4 42.0 0.125 0.109 0.0971 0.0681
1e+02 0.1269 0.1269 102.2576 2608.4608 NaN NaN 18.7 159 41.5 42.4 0.126 0.109 0.0960 0.0671
1e+02 0.1269 0.1269 81.732 2689.845 NaN NaN 19.0 154 41.4 42.8 0.126 0.110 0.0961 0.0680
1e+02 0.1269 0.1269 82.5308 2650.2622 NaN NaN 19.6 144 41.4 43.4 0.125 0.109 0.0935 0.0647
1e+02 0.1269 0.1269 75.3426 2695.6525 NaN NaN 18.8 162 41.4 43.6 0.126 0.109 0.0938 0.0651
1e+02 0.1269 0.1269 144.9951 2816.8567 NaN NaN 18.9 163 41.4 44.6 0.125 0.108 0.0908 0.0612
2e+02 0.1269 0.1269 115.0173 2754.9028 NaN NaN 19.1 166 41.4 45.1 0.123 0.106 0.0880 0.0603
2e+02 0.1269 0.1269 100.5105 2718.4043 NaN NaN 19.1 167 41.4 45.1 0.123 0.105 0.0880 0.0586
2e+02 0.1269 0.1269 77.4256 2743.9121 NaN NaN 19.1 170 41.4 44.0 0.123 0.106 0.0922 0.0631
2e+02 0.1269 0.1269 86.2244 2750.1167 NaN NaN 17.9 195 41.4 45.1 0.123 0.105 0.0897 0.0604
2e+02 0.1269 0.1269 123.4977 2788.4785 NaN NaN 16.9 213 41.4 45.5 0.123 0.105 0.0902 0.0612
2e+02 0.1269 0.1269 83.3628 2755.1492 NaN NaN 17.1 214 41.4 44.5 0.125 0.108 0.0934 0.0640
2e+02 0.1269 0.1269 87.2323 2781.9342 NaN NaN 17.3 219 41.6 46.1 0.123 0.105 0.0916 0.0630
2e+02 0.1269 0.1269 114.3104 2735.0087 NaN NaN 17.4 220 41.4 44.5 0.126 0.109 0.0939 0.0655
2e+02 0.1269 0.1269 133.4879 2664.2745 NaN NaN 17.5 223 41.4 44.3 0.126 0.110 0.0940 0.0648
2e+02 0.1269 0.1269 124.4173 2796.2872 NaN NaN 17.7 228 41.6 43.6 0.126 0.109 0.0947 0.0651
3e+02 0.1269 0.1269 143.9917 2690.3898 NaN NaN 17.8 229 41.4 43.2 0.126 0.111 0.0966 0.0681
3e+02 0.1269 0.1269 115.0493 2747.3357 NaN NaN 17.9 232 41.4 43.2 0.126 0.111 0.0971 0.0689
3e+02 0.1269 0.1269 180.2909 2739.7739 NaN NaN 18.1 237 41.8 43.2 0.126 0.111 0.0980 0.0697
3e+02 0.1269 0.1269 134.9639 2783.5035 NaN NaN 18.2 238 41.5 43.2 0.126 0.110 0.0987 0.0701
3e+02 0.1269 0.1269 152.9502 2771.9563 NaN NaN 18.2 237 41.4 42.8 0.126 0.110 0.0990 0.0705
3e+02 0.1269 0.1269 100.1947 2753.7352 NaN NaN 18.2 237 41.3 42.9 0.126 0.109 0.0981 0.0695
3e+02 0.1269 0.1269 115.3811 2817.9828 NaN NaN 18.2 236 41.3 43.3 0.125 0.109 0.0975 0.0693
3e+02 0.1269 0.1269 102.3872 2689.4593 NaN NaN 18.2 235 41.4 43.9 0.125 0.109 0.0951 0.0663
3e+02 0.1269 0.1269 124.1949 2794.7729 NaN NaN 18.2 233 41.4 43.4 0.125 0.109 0.0986 0.0700
3e+02 0.1269 0.1269 101.4149 2794.1155 NaN NaN 18.2 234 41.4 44.0 0.125 0.109 0.0953 0.0661
4e+02 0.1269 0.1269 135.9233 2691.1638 NaN NaN 18.2 233 41.4 43.3 0.125 0.108 0.0932 0.0634
4e+02 0.1269 0.1269 93.773 2771.1161 NaN NaN 18.2 234 41.5 44.1 0.124 0.108 0.0936 0.0646
4e+02 0.1269 0.1269 98.1118 2691.8871 NaN NaN 18.2 233 41.4 43.5 0.125 0.108 0.0912 0.0614
4e+02 0.1269 0.1269 120.0749 2707.0219 NaN NaN 18.2 234 41.5 43.0 0.126 0.109 0.0920 0.0615
4e+02 0.1269 0.1269 94.1704 2803.7786 NaN NaN 18.1 238 41.5 43.7 0.125 0.108 0.0933 0.0639
4e+02 0.1269 0.1269 99.0359 2745.8648 NaN NaN 18.2 237 41.3 43.1 0.126 0.110 0.0955 0.0663
4e+02 0.1269 0.1567 77.7272 2646.6617 NaN NaN 18.3 241 41.4 43.2 0.133 0.110 0.0695 0.103
4e+02 0.1269 0.1791 102.9772 2658.4139 NaN NaN 18.4 244 41.4 43.2 0.142 0.110 0.0476 0.122
4e+02 0.1866 0.2239 84.4547 2763.3893 NaN NaN 18.5 250 41.4 44.1 0.160 0.115 0.0326 0.125
4e+02 0.2164 0.2612 113.1508 2680.0094 NaN NaN 18.5 258 41.3 43.6 0.188 0.118 0.00970 0.141
5e+02 0.2537 0.2612 179.5648 2694.3916 NaN NaN 18.6 278 41.9 46.7 0.193 0.122 0.182 0.0999
5e+02 0.2612 0.2612 197.4042 2726.3517 NaN NaN 18.3 273 41.4 43.1 0.220 0.141 0.175 0.0964
5e+02 0.2612 0.2612 182.6392 2769.3041 NaN NaN 18.1 286 41.8 45.1 0.217 0.137 0.182 0.102
5e+02 0.2612 0.2612 150.2816 2770.4497 NaN NaN 18.0 293 42.0 43.8 0.253 0.183 0.175 0.0939
5e+02 0.2612 0.2612 77.6374 2821.5156 NaN NaN 18.1 290 41.9 44.7 0.258 0.190 0.187 0.108
5e+02 0.2612 0.2612 89.6664 2656.4473 NaN NaN 18.2 287 41.9 44.9 0.257 0.188 0.190 0.110
5e+02 0.2612 0.2612 68.9458 2734.1161 NaN NaN 18.1 292 42.0 45.3 0.254 0.185 0.177 0.100
5e+02 0.2612 0.2612 89.814 2769.3905 NaN NaN 18.1 296 42.1 47.4 0.245 0.173 0.154 0.0791
5e+02 0.2612 0.2612 197.7147 2742.955 NaN NaN 17.6 273 40.7 43.2 0.218 0.140 0.186 0.107
5e+02 0.2612 0.2612 103.3942 2668.9054 NaN NaN 17.9 260 40.3 41.6 0.204 0.122 0.192 0.112
6e+02 0.2463 0.2612 84.4697 2621.3876 NaN NaN 17.7 261 40.1 41.4 0.173 0.0913 0.192 0.113
6e+02 0.2388 0.2612 83.0954 2693.3957 NaN NaN 17.5 262 40.0 41.6 0.150 0.0686 0.195 0.116
6e+02 0.2388 0.2612 79.7239 2665.4862 NaN NaN 17.2 266 40.0 42.1 0.120 0.0445 0.194 0.114
6e+02 0.2388 0.2612 80.3778 2766.8533 NaN NaN 16.8 271 39.8 42.4 0.102 0.0317 0.199 0.119
6e+02 0.2388 0.2612 82.8949 2630.6537 NaN NaN 15.6 286 39.9 43.8 0.0853 0.0223 0.197 0.116
6e+02 0.2239 0.2537 60.946 2692.5757 NaN NaN 15.3 291 39.9 44.5 0.0650 0.0125 0.198 0.119
6e+02 0.2388 0.2537 86.2487 2736.0392 NaN NaN 15.1 294 39.9 45.3 0.0590 0.0104 0.193 0.115
