#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T14:55+0000 #
#####################################################################
#
# Algorithm = sm_av, CamHerdRatio = 0.5, NumberOfHerds = 4.0, Seed = 9.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.008 0.0 0.0 0.0 1.0 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+01 0.0 0.0 185.0 2666.4027 NaN NaN 7.85 176 30.2 31.3 0.00 0.00 0.00 0.00
2e+01 0.0 0.2308 176.2164 2442.1272 NaN NaN 8.73 217 33.7 35.3 0.0928 0.0291 0.139 0.0705
3e+01 0.0 0.2077 106.1877 2539.3048 NaN NaN 8.63 212 33.3 35.2 0.0865 0.0266 0.128 0.0626
4e+01 0.0 0.2231 114.463 2545.2939 NaN NaN 8.68 215 33.5 36.0 0.0822 0.0242 0.131 0.0652
5e+01 0.0 0.2154 114.0106 2615.5117 NaN NaN 14.1 205 33.9 36.7 0.0761 0.0220 0.131 0.0676
6e+01 0.0 0.2 110.4349 2534.5911 NaN NaN 15.0 206 34.1 36.9 0.0667 0.0185 0.132 0.0737
7e+01 0.0 0.1923 111.4825 2637.0041 NaN NaN 15.0 209 33.8 36.2 0.0584 0.0145 0.126 0.0711
8e+01 0.0 0.1923 116.5267 2611.68 NaN NaN 14.7 211 33.3 36.3 0.0522 0.0124 0.121 0.0687
9e+01 0.0 0.1692 110.8121 2680.6072 NaN NaN 16.1 185 33.3 36.6 0.0449 0.0103 0.107 0.0609
1e+02 0.0 0.1692 118.4255 2597.4364 NaN NaN 19.4 140 33.6 38.1 0.0459 0.0102 0.117 0.0674
1e+02 0.0 0.1692 112.0865 2625.7555 NaN NaN 19.3 144 34.0 38.0 0.0418 0.00909 0.119 0.0729
1e+02 0.0 0.1846 118.6839 2534.8265 NaN NaN 14.6 222 34.1 37.8 0.0401 0.00828 0.118 0.0687
1e+02 0.0 0.1769 115.0334 2595.4092 NaN NaN 14.9 228 34.7 40.2 0.0371 0.00731 0.122 0.0740
1e+02 0.0 0.1615 110.7842 2708.2173 NaN NaN 14.8 226 33.9 41.7 0.0322 0.00592 0.116 0.0717
2e+02 0.0 0.1692 118.413 2684.3384 NaN NaN 14.6 224 34.2 41.1 0.0280 0.00450 0.117 0.0722
2e+02 0.0 0.1615 114.5369 2600.6587 NaN NaN 14.3 219 35.0 41.9 0.0262 0.00388 0.118 0.0734
2e+02 0.0 0.1538 114.1029 2595.3852 NaN NaN 13.4 214 34.5 40.5 0.0223 0.00303 0.115 0.0755
2e+02 0.0 0.1615 118.0378 2617.204 NaN NaN 10.3 222 34.8 39.4 0.0222 0.00286 0.118 0.0750
2e+02 0.0 0.1692 118.0036 2606.61 NaN NaN 8.85 226 35.1 40.6 0.0223 0.00301 0.116 0.0738
2e+02 0.0 0.1692 117.0226 2598.1535 NaN NaN 8.90 230 35.2 42.3 0.0234 0.00310 0.118 0.0726
2e+02 0.0 0.1692 113.142 2681.1241 NaN NaN 8.82 225 34.8 40.6 0.0234 0.00303 0.119 0.0747
2e+02 0.0 0.1692 116.3841 2690.7376 NaN NaN 8.83 225 35.0 40.6 0.0227 0.00269 0.118 0.0731
2e+02 0.0 0.1846 122.2545 2706.5903 NaN NaN 8.99 234 35.9 42.4 0.0262 0.00353 0.124 0.0746
2e+02 0.0 0.1846 123.2591 2783.2298 NaN NaN 9.20 246 36.6 44.6 0.0257 0.00331 0.127 0.0773
3e+02 0.0 0.1923 116.0624 2747.6198 NaN NaN 10.1 247 36.4 46.3 0.0284 0.00407 0.128 0.0758
3e+02 0.0 0.1769 111.2485 2601.6159 NaN NaN 10.9 243 36.0 45.7 0.0235 0.00314 0.119 0.0744
3e+02 0.0 0.1692 112.2624 2604.4206 NaN NaN 11.9 234 35.1 45.3 0.0229 0.00292 0.114 0.0690
3e+02 0.0 0.1846 120.0797 2645.8374 NaN NaN 13.8 230 35.1 45.1 0.0244 0.00293 0.121 0.0707
3e+02 0.0 0.1769 114.1326 2702.8633 NaN NaN 14.6 224 35.3 44.6 0.0229 0.00302 0.113 0.0691
3e+02 0.0 0.1692 112.2647 2612.1945 NaN NaN 14.7 224 35.1 44.4 0.0249 0.00346 0.117 0.0710
3e+02 0.0 0.1615 114.0866 2575.5116 NaN NaN 14.9 226 35.1 43.4 0.0232 0.00324 0.107 0.0653
3e+02 0.0 0.1615 112.1067 2565.3076 NaN NaN 15.0 226 35.0 42.8 0.0235 0.00333 0.109 0.0663
3e+02 0.0 0.1615 110.1565 2579.7484 NaN NaN 17.0 204 34.8 42.5 0.0220 0.00278 0.110 0.0675
3e+02 0.0 0.1462 116.0503 2606.6928 NaN NaN 20.8 156 35.5 44.0 0.0198 0.00234 0.106 0.0673
4e+02 0.0 0.1615 116.6105 2655.8279 NaN NaN 21.8 162 35.4 43.9 0.0216 0.00267 0.108 0.0669
4e+02 0.0 0.1538 119.9147 2567.94 NaN NaN 23.4 180 35.4 46.1 0.0193 0.00240 0.100 0.0637
4e+02 0.0 0.4154 79.0669 2512.1193 NaN NaN 25.1 202 36.0 46.8 0.103 0.0242 0.200 0.0942
4e+02 0.0 0.5077 23.4835 2509.1751 NaN NaN 25.6 210 37.0 47.7 0.128 0.0252 0.198 0.0996
4e+02 0.0 0.5538 22.6099 2612.6293 NaN NaN 26.2 218 38.0 46.8 0.146 0.0257 0.187 0.104
4e+02 0.0 0.5846 33.4552 2534.1869 NaN NaN 27.2 235 39.2 46.8 0.176 0.0287 0.155 0.128
4e+02 0.0 0.6308 29.641 2584.4478 NaN NaN 27.6 242 39.7 47.0 0.196 0.0307 0.0939 0.183
4e+02 0.0 0.6462 29.9543 2717.1471 NaN NaN 27.6 241 38.9 46.3 0.207 0.0322 0.0256 0.275
4e+02 0.0 0.6538 28.8602 2572.1537 NaN NaN 27.5 240 40.0 46.6 0.205 0.0308 -0.0342 0.395
4e+02 0.0 0.6308 26.0188 2493.2394 NaN NaN 27.4 241 41.2 46.5 0.186 0.0303 -0.0502 0.437
5e+02 0.0 0.4846 34.8678 2625.8082 NaN NaN 27.1 243 42.2 47.6 0.133 0.0260 0.0192 0.361
5e+02 0.0 0.4231 18.6013 2573.3028 NaN NaN 26.5 233 41.7 46.5 0.100 0.0193 0.130 0.233
5e+02 0.0 0.3769 26.0339 2554.0846 NaN NaN 26.1 228 41.5 45.5 0.0747 0.0132 0.199 0.104
5e+02 0.0 0.3769 28.7026 2682.0345 NaN NaN 25.6 224 41.3 46.8 0.0684 0.0119 0.194 0.107
5e+02 0.0 0.3692 33.6204 2673.4153 NaN NaN 25.3 223 41.7 46.4 0.0693 0.0119 0.190 0.109
5e+02 0.0 0.3308 29.568 2572.6149 NaN NaN 25.0 223 41.8 45.8 0.0635 0.0110 0.190 0.110
5e+02 0.0 0.3538 42.8245 2576.278 NaN NaN 25.0 229 41.9 46.1 0.0603 0.00903 0.176 0.111
5e+02 0.0 0.3385 26.5305 2533.9293 NaN NaN 24.8 231 42.8 47.1 0.0577 0.00844 0.179 0.110
5e+02 0.0 0.3154 35.0854 2595.8111 NaN NaN 24.7 233 43.1 47.7 0.0477 0.00577 0.180 0.115
5e+02 0.0 0.3231 36.3747 2676.0411 NaN NaN 24.6 235 42.4 47.7 0.0465 0.00561 0.174 0.114
6e+02 0.0 0.3077 37.5715 2696.7057 NaN NaN 24.6 240 43.1 47.6 0.0505 0.00614 0.183 0.115
6e+02 0.0 0.3077 30.992 2656.3627 NaN NaN 24.6 245 43.7 47.8 0.0496 0.00618 0.179 0.108
6e+02 0.0 0.3 34.1595 2632.253 NaN NaN 24.3 259 43.9 47.8 0.0451 0.00517 0.176 0.110
6e+02 0.0 0.3154 38.6815 2612.4198 NaN NaN 23.0 295 44.1 47.8 0.0460 0.00493 0.167 0.109
6e+02 0.0 0.2923 34.2554 2511.6525 NaN NaN 22.4 321 45.1 47.8 0.0412 0.00475 0.150 0.107
6e+02 0.0 0.3077 32.0657 2675.644 NaN NaN 21.6 341 44.9 47.5 0.0464 0.00555 0.158 0.105
6e+02 0.0 0.3 24.7973 2693.7112 NaN NaN 20.4 362 44.2 47.9 0.0448 0.00524 0.168 0.107
6e+02 0.0 0.3077 27.2178 2630.4002 NaN NaN 19.3 373 43.9 47.7 0.0410 0.00440 0.163 0.105
6e+02 0.0 0.3 25.436 2683.9597 NaN NaN 18.9 367 43.6 47.8 0.0443 0.00498 0.160 0.110
6e+02 0.0 0.3 28.5601 2693.1556 NaN NaN 18.7 362 42.9 47.9 0.0431 0.00426 0.166 0.115
7e+02 0.0 0.3077 37.1472 2569.1742 NaN NaN 18.8 363 42.8 47.8 0.0429 0.00460 0.136 0.123
7e+02 0.0 0.3154 32.9682 2637.9714 NaN NaN 18.8 362 42.6 47.8 0.0479 0.00578 0.135 0.126
7e+02 0.0 0.3154 35.0684 2628.1246 NaN NaN 18.8 363 43.3 47.8 0.0510 0.00674 0.136 0.127
7e+02 0.0 0.3231 33.6418 2584.7343 NaN NaN 18.7 360 43.0 47.9 0.0524 0.00742 0.121 0.129
7e+02 0.0 0.3231 34.7232 2643.815 NaN NaN 18.6 356 42.0 47.8 0.0554 0.00805 0.114 0.136
7e+02 0.0 0.3308 28.8284 2621.1114 NaN NaN 18.6 354 42.2 47.5 0.0613 0.00940 0.136 0.140
7e+02 0.0 0.3385 30.1134 2657.3734 NaN NaN 18.6 353 42.2 47.9 0.0601 0.00883 0.141 0.140
7e+02 0.0 0.3 18.4582 2593.6951 NaN NaN 18.4 350 42.5 47.7 0.0554 0.00846 0.147 0.121
7e+02 0.0 0.3 24.522 2541.593 NaN NaN 18.4 348 42.6 47.7 0.0536 0.00803 0.145 0.113
7e+02 0.0 0.3154 31.2954 2571.67 NaN NaN 18.3 346 42.8 47.9 0.0539 0.00783 0.145 0.111
8e+02 0.0 0.3 30.4797 2523.4227 NaN NaN 18.2 343 42.4 47.7 0.0567 0.00832 0.132 0.119
8e+02 0.0 0.2846 27.9768 2566.215 NaN NaN 18.1 338 42.0 47.9 0.0468 0.00647 0.111 0.117
8e+02 0.0 0.2923 26.7203 2631.7315 NaN NaN 18.0 336 42.1 47.8 0.0464 0.00605 0.117 0.112
8e+02 0.0 0.2692 29.8872 2599.767 NaN NaN 18.0 335 42.0 47.8 0.0401 0.00496 0.101 0.112
8e+02 0.0 0.2692 27.8828 2586.653 NaN NaN 17.7 328 42.0 47.8 0.0392 0.00484 0.0973 0.109
8e+02 0.0 0.2769 33.3136 2560.4606 NaN NaN 17.9 333 41.6 47.4 0.0411 0.00478 0.120 0.113
8e+02 0.0 0.2615 24.006 2619.611 NaN NaN 17.8 330 42.5 47.7 0.0351 0.00393 0.102 0.0947
8e+02 0.0 0.2769 31.3651 2538.0599 NaN NaN 17.8 329 41.7 47.4 0.0388 0.00472 0.112 0.0974
8e+02 0.0 0.2692 30.7647 2564.0369 NaN NaN 17.8 329 42.0 47.8 0.0392 0.00462 0.126 0.0959
8e+02 0.0 0.2538 31.8708 2566.6824 NaN NaN 17.9 335 42.4 47.9 0.0379 0.00474 0.124 0.0919
9e+02 0.0 0.2385 23.6224 2589.5894 NaN NaN 17.8 329 42.5 47.9 0.0357 0.00456 0.112 0.0831
9e+02 0.0 0.2385 38.9242 2617.1351 NaN NaN 17.7 327 41.2 47.5 0.0319 0.00419 0.0910 0.0887
9e+02 0.0 0.2308 26.0398 2558.1069 NaN NaN 17.8 330 42.5 47.6 0.0374 0.00518 0.113 0.0844
9e+02 0.0 0.2538 39.5511 2627.6893 NaN NaN 17.9 334 42.9 47.5 0.0369 0.00475 0.130 0.0909
9e+02 0.0 0.2538 32.2177 2599.3387 NaN NaN 18.0 340 43.4 47.9 0.0405 0.00561 0.122 0.0856
9e+02 0.0 0.2692 37.5365 2634.6563 NaN NaN 18.1 342 44.2 47.7 0.0477 0.00713 0.145 0.0942
9e+02 0.0 0.2692 33.8831 2578.5373 NaN NaN 18.1 342 42.9 47.9 0.0460 0.00678 0.139 0.0961
9e+02 0.0 0.2615 38.2823 2612.5141 NaN NaN 18.2 344 43.4 47.9 0.0442 0.00667 0.120 0.100
9e+02 0.0 0.2769 37.0874 2536.2913 NaN NaN 18.4 350 44.1 47.7 0.0507 0.00816 0.134 0.109
9e+02 0.0 0.3077 29.649 2515.1642 NaN NaN 18.4 350 43.4 47.8 0.0571 0.00981 0.147 0.106
1e+03 0.0 0.3385 38.2011 2502.2334 NaN NaN 18.6 353 43.2 47.6 0.0708 0.0124 0.157 0.119
1e+03 0.0 0.3538 31.0775 2529.4283 NaN NaN 18.7 356 42.1 47.7 0.0755 0.0139 0.164 0.123
1e+03 0.0 0.3923 36.9861 2530.9204 NaN NaN 18.9 364 42.5 47.9 0.0857 0.0161 0.183 0.126
1e+03 0.0 0.3846 35.1734 2528.3994 NaN NaN 19.0 367 42.4 47.5 0.0905 0.0169 0.174 0.126
1e+03 0.0 0.4 32.3769 2509.3033 NaN NaN 19.2 371 42.2 47.9 0.0889 0.0165 0.174 0.134
1e+03 0.0 0.4 31.2969 2454.3839 NaN NaN 19.2 371 42.4 47.6 0.0919 0.0167 0.171 0.153
1e+03 0.0 0.3923 37.4333 2561.7527 NaN NaN 19.5 383 42.8 47.7 0.0973 0.0185 0.158 0.137
1e+03 0.0 0.4077 25.261 2526.1538 NaN NaN 19.7 390 43.2 47.6 0.0969 0.0184 0.180 0.133
1e+03 0.0 0.3923 40.4571 2543.3873 NaN NaN 20.1 405 44.3 47.7 0.100 0.0199 0.160 0.125
