#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T14:32+0000 #
#####################################################################
#
# Algorithm = sm_av, CamHerdRatio = 3.0, NumberOfHerds = 2.0, Seed = 5.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.005 0.0 0.0 0.0 2.8284 NaN NaN 20.7 0.00 20.7 20.7 0.00 0.00 0.00 0.00
1e+01 0.0 0.0 550.0 2694.2575 NaN NaN 21.5 0.869 22.6 22.7 0.00 0.00 0.00 0.00
2e+01 0.0 0.0 600.0 2565.0367 NaN NaN 21.7 1.36 23.1 23.3 0.00 0.00 0.00 0.00
3e+01 0.0 0.0 600.0 2459.065 NaN NaN 22.4 2.47 24.1 24.4 0.00 0.00 0.00 0.00
4e+01 0.0 0.0 600.0 2430.0037 NaN NaN 23.4 5.30 26.1 26.6 0.00 0.00 0.00 0.00
5e+01 0.0 0.0 600.0 2548.7272 NaN NaN 24.7 10.8 28.3 29.0 0.00 0.00 0.00 0.00
6e+01 0.0 0.0 600.0 2489.8633 NaN NaN 25.1 11.9 29.0 29.6 0.00 0.00 0.00 0.00
7e+01 0.0 0.0 600.0 2507.8957 NaN NaN 24.1 5.43 26.9 27.5 0.00 0.00 0.00 0.00
8e+01 0.0 0.0 600.0 2496.7816 NaN NaN 23.9 4.56 26.4 26.8 0.00 0.00 0.00 0.00
9e+01 0.0 0.0 600.0 2524.1465 NaN NaN 24.1 3.81 26.3 26.6 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 600.0 2546.1534 NaN NaN 24.2 1.23 25.4 25.6 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 600.0 2493.3337 NaN NaN 24.2 0.326 24.8 25.5 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 600.0 2489.6497 NaN NaN 23.4 0.249 24.0 24.3 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 600.0 2508.2305 NaN NaN 22.7 0.248 23.3 23.9 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 600.0 2614.2069 NaN NaN 21.9 0.241 22.5 22.9 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 600.0 2548.1427 NaN NaN 20.9 11.5 22.2 22.4 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 600.0 2442.7632 NaN NaN 16.4 87.3 22.5 22.6 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 600.0 2555.6735 NaN NaN 16.3 93.5 22.9 23.1 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 600.0 2474.789 NaN NaN 19.3 53.4 23.4 23.7 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 600.0 2563.9049 NaN NaN 22.2 1.47 23.7 24.1 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 600.0 2534.8303 NaN NaN 22.9 1.48 24.5 25.0 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 600.0 2493.4835 NaN NaN 23.8 2.02 25.8 26.7 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 600.0 2515.8299 NaN NaN 25.2 7.60 29.4 31.3 0.00 0.00 0.00 0.00
2e+02 0.0 0.0968 552.5227 2593.7668 NaN NaN 26.2 16.7 32.4 35.7 0.0222 0.00436 0.0721 0.0478
2e+02 0.0 0.1048 517.4871 2606.1496 NaN NaN 25.9 20.5 32.6 35.4 0.0278 0.00627 0.0737 0.0468
3e+02 0.0 0.0887 520.26 2550.6809 NaN NaN 25.2 29.5 32.1 35.8 0.0256 0.00679 0.0597 0.0405
3e+02 0.0 0.0887 516.4856 2531.8107 NaN NaN 17.3 207 32.0 35.7 0.0280 0.00820 0.0576 0.0373
3e+02 0.0 0.129 511.0373 2613.6646 NaN NaN 15.7 236 32.9 35.3 0.0441 0.0136 0.0701 0.0411
3e+02 0.0 0.1613 511.0044 2460.681 NaN NaN 16.0 245 34.1 35.7 0.0572 0.0175 0.0696 0.0421
3e+02 0.0 0.2097 510.735 2549.2138 NaN NaN 16.5 260 35.1 37.7 0.0740 0.0213 0.0640 0.0451
3e+02 0.0 0.2903 515.2143 2536.7644 NaN NaN 17.0 279 36.2 38.1 0.0972 0.0250 0.0463 0.0617
3e+02 0.0 0.3387 505.4089 2480.0358 NaN NaN 17.5 293 36.9 39.1 0.117 0.0280 0.0444 0.0852
3e+02 0.0 0.379 508.486 2505.0698 NaN NaN 18.1 313 38.3 39.5 0.130 0.0292 0.0338 0.113
3e+02 0.0 0.4274 508.9011 2519.0182 NaN NaN 18.6 331 39.0 41.5 0.143 0.0303 0.0185 0.148
3e+02 0.0 0.4597 511.4604 2504.8122 NaN NaN 19.0 347 40.1 42.7 0.149 0.0300 0.0186 0.179
4e+02 0.0 0.4113 525.9062 2562.2513 NaN NaN 19.6 370 41.9 46.7 0.111 0.0223 -0.0418 0.214
4e+02 0.0 0.4435 517.7544 2504.8651 NaN NaN 19.8 380 42.9 46.7 0.0979 0.0180 -0.0559 0.233
4e+02 0.0 0.4032 515.7428 2446.7633 NaN NaN 20.0 388 43.7 47.6 0.0819 0.0137 -0.0749 0.255
4e+02 0.0 0.379 515.4642 2352.8115 NaN NaN 20.0 391 43.9 47.8 0.0777 0.0110 -0.0932 0.279
4e+02 0.0 0.3871 517.8594 2429.5386 NaN NaN 20.0 390 44.2 47.9 0.0742 0.0102 -0.0770 0.252
4e+02 0.0 0.3871 515.1796 2491.9373 NaN NaN 22.8 320 44.4 47.7 0.0683 0.00892 -0.0901 0.272
4e+02 0.0 0.3952 518.7383 2456.7414 NaN NaN 25.5 237 43.8 47.7 0.0784 0.0107 -0.107 0.285
4e+02 0.0 0.3871 519.6931 2558.4521 NaN NaN 25.2 238 43.5 47.8 0.0710 0.00981 -0.111 0.269
4e+02 0.0 0.3952 512.4684 2530.7865 NaN NaN 24.1 275 43.7 47.9 0.0724 0.00972 -0.102 0.273
4e+02 0.0 0.379 519.5743 2411.0373 NaN NaN 23.8 283 43.5 47.9 0.0720 0.00967 -0.129 0.291
5e+02 0.0 0.379 514.1504 2448.536 NaN NaN 21.2 352 44.5 47.9 0.0728 0.0101 -0.134 0.288
5e+02 0.0 0.3871 515.9234 2407.1664 NaN NaN 19.7 381 44.3 47.9 0.0697 0.00956 -0.129 0.277
5e+02 0.0 0.3468 514.9409 2495.9691 NaN NaN 19.7 382 44.5 47.7 0.0612 0.00868 -0.0845 0.230
5e+02 0.0 0.3548 521.8446 2545.4404 NaN NaN 19.6 375 43.9 47.8 0.0581 0.00667 -0.106 0.265
5e+02 0.0 0.3468 514.0056 2476.4857 NaN NaN 19.7 379 44.0 47.8 0.0502 0.00543 -0.0906 0.240
5e+02 0.0 0.3548 514.0986 2531.8898 NaN NaN 19.8 383 44.4 47.7 0.0487 0.00505 -0.0961 0.239
5e+02 0.0 0.3629 508.3433 2454.536 NaN NaN 19.8 386 44.2 47.9 0.0543 0.00605 -0.0793 0.247
5e+02 0.0 0.3629 516.0346 2542.3925 NaN NaN 19.8 385 44.1 47.3 0.0503 0.00511 -0.0832 0.241
5e+02 0.0 0.3548 510.1132 2451.8069 NaN NaN 19.9 389 44.3 47.9 0.0530 0.00571 -0.0870 0.260
5e+02 0.0 0.371 515.2668 2521.5374 NaN NaN 19.8 385 43.9 47.8 0.0496 0.00473 -0.0726 0.248
6e+02 0.0 0.3387 512.0808 2364.3817 NaN NaN 19.9 386 44.3 47.9 0.0443 0.00437 -0.0569 0.228
6e+02 0.0 0.3387 517.0589 2450.1395 NaN NaN 19.8 385 44.1 47.8 0.0449 0.00451 -0.0624 0.240
6e+02 0.0 0.3548 515.1336 2487.3751 NaN NaN 19.8 383 44.3 47.7 0.0452 0.00428 -0.0673 0.241
