#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T15:24+0000 #
#####################################################################
#
# Algorithm = ff_linpro_ac, CamHerdRatio = 2.0, NumberOfHerds = 2.0, Seed = 13.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.009 0.0 0.0 0.0 1.8028 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+01 0.3874 0.4955 315.8077 2504.3399 NaN NaN 18.6 357 38.6 40.7 0.274 0.101 0.358 0.142
2e+01 0.4595 0.4955 305.826 2327.5699 NaN NaN 19.1 374 39.5 41.2 0.328 0.115 0.350 0.134
3e+01 0.4775 0.4955 279.7915 2277.6389 NaN NaN 19.2 379 39.5 42.5 0.318 0.108 0.343 0.130
4e+01 0.4505 0.4955 285.2893 2226.7674 NaN NaN 19.4 388 39.9 43.8 0.249 0.0670 0.341 0.129
5e+01 0.3964 0.4865 253.206 2216.0122 NaN NaN 19.5 393 40.5 44.4 0.186 0.0392 0.336 0.134
6e+01 0.3694 0.4775 236.8991 2233.6596 NaN NaN 25.1 273 42.1 45.9 0.166 0.0329 0.318 0.128
7e+01 0.3423 0.4324 226.4101 2266.0447 NaN NaN 30.5 106 43.2 47.5 0.139 0.0279 0.285 0.122
8e+01 0.3063 0.4144 238.9099 2310.7432 NaN NaN 31.1 103 43.8 47.8 0.129 0.0247 0.270 0.117
9e+01 0.2432 0.4054 225.3096 2269.689 NaN NaN 31.7 95.1 44.0 47.7 0.117 0.0230 0.254 0.114
1e+02 0.2432 0.4054 264.7883 2273.5736 NaN NaN 32.0 92.0 44.1 47.5 0.108 0.0207 0.249 0.117
1e+02 0.2342 0.3694 219.2482 2239.1517 NaN NaN 32.0 96.0 44.9 47.7 0.0980 0.0191 0.233 0.119
1e+02 0.2432 0.3514 248.4659 2227.1988 NaN NaN 29.5 183 44.8 47.6 0.0921 0.0175 0.235 0.118
1e+02 0.2432 0.3333 251.3332 2267.1245 NaN NaN 29.0 219 46.2 48.0 0.0821 0.0141 0.229 0.115
1e+02 0.2342 0.3243 240.0781 2336.0571 NaN NaN 27.7 268 46.4 47.9 0.0774 0.0131 0.211 0.111
2e+02 0.2252 0.3153 229.0754 2278.9492 NaN NaN 23.2 406 46.8 48.0 0.0711 0.0123 0.200 0.119
