#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T15:54+0000 #
#####################################################################
#
# Algorithm = ff_linpro_c, CamHerdRatio = 0.5, NumberOfHerds = 4.0, Seed = 19.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.02 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1e+01 0.0 0.0 190.0 2597.7248 NaN NaN 0.961 18.6 0.00 20.3 0.00 0.00 0.00 0.00
2e+01 0.0 0.0 200.0 2464.2392 NaN NaN 5.16 86.1 21.8 22.6 0.00 0.00 0.00 0.00
3e+01 0.0 0.0 200.0 2489.6121 NaN NaN 6.38 116 24.8 26.3 0.00 0.00 0.00 0.00
4e+01 0.0 0.0476 200.0 2503.1448 NaN NaN 12.5 177 30.5 33.7 0.00922 0.00262 -0.0389 0.0468
5e+01 0.0 0.2222 150.2534 2570.2175 NaN NaN 8.76 233 35.9 40.9 0.0581 0.0126 0.154 0.0886
6e+01 0.0 0.2143 116.3448 2541.4559 NaN NaN 8.48 234 35.8 42.6 0.0655 0.0158 0.145 0.0823
7e+01 0.0 0.2063 114.2152 2543.0778 NaN NaN 8.52 227 35.6 39.7 0.0661 0.0174 0.138 0.0812
8e+01 0.0 0.2143 112.9007 2549.0731 NaN NaN 10.7 227 35.6 38.5 0.0729 0.0201 0.139 0.0801
9e+01 0.0 0.2222 112.0972 2572.8563 NaN NaN 13.7 216 35.8 37.5 0.0779 0.0229 0.135 0.0796
1e+02 0.0 0.2302 114.556 2580.779 NaN NaN 13.9 220 35.6 37.3 0.0873 0.0261 0.140 0.0783
1e+02 0.0 0.2381 110.5006 2501.7604 NaN NaN 14.1 222 35.4 36.5 0.0933 0.0283 0.131 0.0686
1e+02 0.0 0.2381 106.4539 2373.2774 NaN NaN 14.3 227 35.5 36.3 0.0955 0.0295 0.130 0.0670
1e+02 0.1349 0.2381 95.1529 2477.5978 NaN NaN 14.8 246 37.3 39.1 0.140 0.0713 0.149 0.0807
1e+02 0.2381 0.2381 72.4906 2547.2241 NaN NaN 15.1 255 37.9 38.3 0.187 0.113 0.141 0.0776
2e+02 0.2381 0.2381 34.817 2451.8658 NaN NaN 15.3 258 37.9 38.5 0.185 0.111 0.140 0.0755
2e+02 0.2143 0.2381 53.158 2463.3448 NaN NaN 15.3 258 38.0 38.5 0.178 0.105 0.168 0.0964
2e+02 0.2063 0.2381 52.7956 2560.9999 NaN NaN 15.5 262 38.1 38.9 0.172 0.0991 0.137 0.0755
2e+02 0.1746 0.2381 67.9523 2521.8998 NaN NaN 15.5 261 38.0 38.5 0.164 0.0934 0.175 0.103
2e+02 0.1825 0.2381 100.7437 2534.7935 NaN NaN 15.7 266 38.1 38.7 0.160 0.0888 0.177 0.108
2e+02 0.1667 0.2381 82.6287 2576.329 NaN NaN 15.8 270 38.4 38.9 0.155 0.0847 0.179 0.108
2e+02 0.1746 0.2381 121.5573 2610.7552 NaN NaN 16.4 265 38.1 38.7 0.157 0.0854 0.174 0.104
2e+02 0.1349 0.2381 34.8826 2579.676 NaN NaN 16.9 266 38.5 39.0 0.143 0.0762 0.174 0.104
2e+02 0.1429 0.2381 103.4924 2591.4071 NaN NaN 17.7 259 38.6 39.9 0.138 0.0717 0.177 0.106
2e+02 0.127 0.2381 74.4083 2546.4244 NaN NaN 18.2 262 39.5 40.7 0.129 0.0641 0.176 0.104
3e+02 0.1429 0.2381 131.6734 2616.7285 NaN NaN 18.8 264 40.0 41.5 0.123 0.0594 0.171 0.0995
3e+02 0.127 0.2381 67.8293 2622.7562 NaN NaN 19.8 255 41.0 42.2 0.118 0.0553 0.175 0.104
3e+02 0.127 0.2222 125.2321 2623.9784 NaN NaN 22.2 195 37.0 40.7 0.0821 0.0264 0.0664 0.142
