#####################################################################
# Alchemist log file - simulation started at: 2024-04-12T13:57+0000 #
#####################################################################
#
# Algorithm = bc_re_c, CamHerdRatio = 3.0, NumberOfHerds = 4.0, Seed = 1.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceived[mean] NoisePerceived[variance] BodyCoverage[mean] BodyCoverage[variance] CentroidQuality[mean] CentroidQuality[variance] 
0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN
0.004885589795766698 0.0 0.0 0.0 1.4142 27.464346528963993 0.0 0.0 0.0 0.0 0.0
5.003659815289689 0.0 0.0 525.0 1308.4718 26.690736779199295 1.9767291425945435 0.0 0.0 0.0 0.0
10.003659815289689 0.0 0.0 600.0 1230.8828 26.79405192814674 2.115177600218242 0.0 0.0 0.0 0.0
15.003659815289689 0.0 0.0 600.0 1195.404 26.960722798002198 2.302165603262987 0.0 0.0 0.0 0.0
20.003659815289687 0.0 0.0 600.0 1189.6801 27.20798463306702 2.6049925442937716 0.0 0.0 0.0 0.0
25.003659815289687 0.0 0.0 600.0 1188.5033 27.53692793194386 3.06900218116123 0.0 0.0 0.0 0.0
30.003659815289687 0.0 0.0 600.0 1266.6951 27.979035871652023 3.8433361465513616 0.0 0.0 0.0 0.0
35.00365981528969 0.0 0.0 600.0 1278.1534 28.547276224304508 5.006400308870934 0.0 0.0 0.0 0.0
40.00365981528969 0.0 0.0 600.0 1263.8161 29.176911812087585 6.132811804183554 0.0 0.0 0.0 0.0
45.00365981528969 0.0 0.056 600.0 1290.4454 29.84824059238122 7.053548858298902 0.01077316635332268 0.00197227799926593 -6.722709226885605E-5 0.003359872081082154
50.00365981528969 0.0 0.192 598.083 1268.9982 30.321895175298486 14.861726167321093 0.038688617897594625 0.0067059087962379645 0.13305975051943703 0.08517188942341326
55.00365981528969 0.0 0.488 562.7831 1264.8955 31.431583955443806 24.086599447536788 0.13684082131773193 0.023897486324093636 0.3419999676057733 0.13563198451399353
60.00365981528969 0.176 0.472 532.6015 1292.2703 31.878029932976713 29.550499939508065 0.1699397000766975 0.04311027842859039 0.35843459952030726 0.14940853199241744
65.0036598152897 0.264 0.464 553.3885 1306.9744 32.44139418618068 39.09984377861212 0.18163228058400654 0.05276943194457652 0.34072600519437674 0.1437479882049149
70.0036598152897 0.416 0.464 554.4654 1297.5279 32.75530233190164 44.07312187280341 0.1953858060485985 0.050148341168173044 0.33705918138086854 0.1418276278328315
75.0036598152897 0.488 0.528 549.4274 1280.1388 32.998736067938864 47.06018676404909 0.2596640540721286 0.08084740703928163 0.3561791554918775 0.14002777366498206
80.0036598152897 0.528 0.528 548.4256 1317.7139 33.44129994622773 54.3969102237041 0.30176273527654346 0.10121123717710262 0.3701880125523096 0.14095650956383257
85.0036598152897 0.528 0.528 521.4794 1286.8291 33.82733638333365 59.89296304501725 0.3527535442612828 0.12432702330649847 0.38914420612719375 0.15299814385047433
90.0036598152897 0.52 0.528 494.2852 1275.7365 34.53304250967201 72.29514130095822 0.3691655774688246 0.1323970717287775 0.37021905100951946 0.14335107542067224
95.0036598152897 0.512 0.528 463.6038 1316.4813 35.15556830379266 86.43464153041707 0.3189327463005925 0.10021294141925012 0.3601373924000142 0.13729264330242794
100.0036598152897 0.512 0.528 442.7231 1238.6584 34.307042005733834 74.77951153592856 0.35414174718424407 0.12485412371425365 0.3485773386241172 0.13355505784369653
105.0036598152897 0.512 0.528 438.8503 1321.258 34.16079712684257 75.26589434647236 0.37344730402758397 0.1425435972502667 0.34810971882109704 0.1347110090320874
