#####################################################################
# Alchemist log file - simulation started at: 2024-04-26T17:18+0000 #
#####################################################################
#
# Algorithm = ff_linpro, CamHerdRatio = 1.0, NumberOfHerds = 4.0, Seed = 4.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] BodyCoverageOnlyCovered[mean] BodyCoverageOnlyCovered[variance] FovDistance[mean] FovDistance[variance] FovDistanceOnlyCovered[mean] FovDistanceOnlyCovered[variance] 
0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.004819367455573431 0.0 0.0 0.0 0.6206 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
10.004819367455573 0.0 0.0 370.0 2691.2712 0.03273241416381883 7.415390552785084E-4 12.141216156516194 162.97395557369083 28.193998893326857 28.795728194410394 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
20.004819367455575 0.0 0.0 400.0 2571.9837 0.02668510537429804 7.917939334799797E-4 13.644294951142262 146.79719587901747 27.208551892149618 27.56399221417604 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
30.004819367455575 0.0 0.0 400.0 2625.3336 0.015439189279150901 6.459535829632923E-4 17.059406533292243 103.20180169240913 25.757173979534063 25.92398439199298 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
40.004819367455575 0.0 0.0 400.0 2577.1462 0.015080612803109057 6.560476242886684E-4 17.06858416468218 100.63451118142949 24.206031073740725 24.281440402623925 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
50.004819367455575 0.0 0.0 400.0 2659.1567 0.015043194367376205 6.57137307594965E-4 17.22514957980301 101.80265059919049 23.435256276632003 23.770426873854365 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
60.004819367455575 0.0 0.0 400.0 2650.5919 0.007522226348849148 3.7232005546363877E-4 20.04542730702257 59.26614660876568 24.497376704553854 24.678914890915852 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
70.00481936745558 0.0 0.0 400.0 2671.8362 4.6338050000350263E-4 3.9203029246963424E-7 22.533447688628925 4.67789080477505 25.50264493525235 25.82618412333165 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
80.00481936745558 0.0 0.0 400.0 2688.6053 0.015342941777138531 6.486824131113114E-4 17.277406424800432 104.46924288493787 25.570790876298744 26.371831092115396 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
90.00481936745558 0.0 0.0 400.0 2691.944 0.026746326874467822 8.356142414589939E-4 13.398106151888125 147.18994010223105 25.520325968064878 26.206684908915552 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
100.00481936745558 0.0 0.0 400.0 2618.6175 0.03245189815175035 7.474744601312277E-4 12.603178179810815 168.24683455488156 28.238429668395256 30.138240667271216 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
110.00481936745558 0.0 0.0 400.0 2585.8834 0.034950503840271416 6.891113425941833E-4 12.776582142198633 175.663058657096 29.58802540317859 31.75606629331611 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
120.00481936745558 0.0 0.0 400.0 2549.5871 0.030859079158249328 8.15085481554509E-4 11.833606936954991 149.15194149716137 26.72441630609102 27.748658842607902 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
130.00481936745558 0.0 0.0 400.0 2623.4227 0.038090515375815516 7.910523755747638E-4 8.061879960155448 120.47377747627459 23.81281764502593 24.26200631963916 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
140.00481936745558 0.0 0.0 400.0 2768.6152 0.04367596825139237 6.529433093527414E-4 6.446269642797883 118.34782063498554 24.879023021021222 25.75212316830804 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
150.00481936745558 0.0 0.0 400.0 2731.2668 0.0436538197367617 6.548950519014691E-4 6.381724006148396 116.0931230571042 24.736973768583628 25.934948608878923 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
160.00481936745558 0.0 0.0 400.0 2702.7324 0.043468395184715604 6.708959436654853E-4 5.929782274272279 100.1804949584605 22.981718946205998 23.938055906291847 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
170.00481936745558 0.0 0.0 400.0 2724.5919 0.043439512935820386 6.734191040503437E-4 5.457615264726843 84.8091636956783 20.987379866723607 21.739135867409622 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
180.00481936745558 0.0 0.0 400.0 2645.6309 0.019910603738775623 7.807205999651867E-4 13.699595407674716 96.94601766807781 21.329977234387247 21.705395864408338 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
190.00481936745558 0.0 0.0 400.0 2652.2307 0.014981148946654513 6.590102027497138E-4 15.865671340057942 87.75333162830808 23.515701141546057 24.36970751832344 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
200.00481936745558 0.0 0.0 400.0 2544.5122 0.02239483779519465 7.634715559395096E-4 14.435846834249364 125.32201266425594 27.038469166472776 28.54200623475768 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
210.00481936745558 0.0 0.0846 380.4173 2624.9904 0.04207843245560768 0.0015633850566428827 13.31747905759679 178.0188559292464 31.401547708548147 35.7717974575948 0.017474282975703675 0.00373020165739574 0.2271656786841479 5.387924000779816E-4 0.054935685101518444 0.03921126508502695 0.7141639063197394 0.03892035330603369
220.00481936745558 0.0 0.1077 306.9752 2586.8071 0.032499922352109314 0.002122439384781975 18.379692228369535 135.1224811969165 32.14290688593213 35.87832404992296 0.026129600356566477 0.005826155536259519 0.24263200331097443 0.001242176897763855 0.06654223292417981 0.04431130809894342 0.617892162867384 0.07282396421786898
230.00481936745558 0.0 0.1231 310.7889 2616.6286 0.03712399583040849 0.0027478818564395735 19.081320056837026 143.28150659500244 33.17051768853039 36.38377590649484 0.031958789974253596 0.007511662635178256 0.2596651685408105 0.0015310558163434522 0.07391028940472591 0.04911556203784969 0.600521101413398 0.08507020169227837
240.00481936745558 0.0 0.1385 307.8064 2557.992 0.04531341632071878 0.004059264666273513 19.95193650121617 154.41730692951813 34.495190694381016 37.13768404974441 0.03867623538239298 0.009614977851362823 0.27932836665061594 0.0017855730105436262 0.08811282297652433 0.056985789511324624 0.6363703881637869 0.06300347145092669
