#####################################################################
# Alchemist log file - simulation started at: 2024-04-26T09:49+0000 #
#####################################################################
#
# Algorithm = sm_av, CamHerdRatio = 2.0, NumberOfHerds = 8.0, Seed = 1.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] BodyCoverageOnlyCovered[mean] BodyCoverageOnlyCovered[variance] FovDistance[mean] FovDistance[variance] FovDistanceOnlyCovered[mean] FovDistanceOnlyCovered[variance] 
0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.004885589795766698 0.0 0.0 0.0 4.1231 0.07901072360974182 0.0 32.77821683466908 0.0 32.77821683466908 32.77821683466908 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
10.003659815289689 0.0 0.0303 1500.0 2502.8753 0.028416150733015243 0.002623640711999306 28.25053964438544 10.049588682290159 34.30321309213179 35.6925157178589 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
20.003659815289687 0.0 0.0909 1532.0587 2507.8348 0.04691542367150748 0.00813456253650495 28.908622212144294 14.301337717719141 35.97531732889038 38.54286854710147 0.022271797695036212 0.005019129872521069 0.24498977464539834 2.493172281528711E-4 0.06215288433689894 0.04127964657524366 0.6836817277058883 0.02804533999220603
30.003659815289687 0.0909 0.1515 1491.3947 2678.2858 0.07569873716165179 0.017418117299927517 29.913304380406757 19.664777275645136 37.786852176053834 39.95006930363366 0.057923570223681324 0.024792332215383982 0.42477284830699635 0.026052852394154835 0.08114755351240377 0.0509471467758749 0.5950820590909609 0.06876932699547805
40.00365981528969 0.1288 0.2576 1360.4638 2683.71 0.12440247561330124 0.043348416378063755 31.217696905765003 29.56367951542321 40.362187041731865 45.27161723992652 0.08937900985350845 0.03468457349081337 0.3686884156457224 0.04027027657449088 0.181707329741902 0.10877329892135322 0.7495427351853459 0.020308427900007378
50.00365981528969 0.1288 0.2727 1192.3501 2765.7333 0.11348809486239804 0.030891703928358653 31.224428297733475 23.52201760188261 39.86240378474669 42.34485409768272 0.10230719988542991 0.04166366158254455 0.37512639957990973 0.05067540111649962 0.19138268971847974 0.10491865035095277 0.7017365289677592 0.024329190136259744
60.00365981528969 0.1288 0.25 1152.1966 2686.3901 0.11537278449162906 0.033144745816225785 31.38141291832426 21.909979053509453 40.290199048043874 41.84072866739597 0.10435896859189334 0.04470635624376295 0.3935823958322835 0.05506967464969312 0.18919904270132357 0.10755280615875577 0.7135506753307059 0.029238719168415646
70.0036598152897 0.2652 0.3333 1167.6486 2731.1854 0.14669783369711745 0.039868755925993836 32.15963846055952 24.591928294365648 40.78750623907567 41.4047989255294 0.13927181333485458 0.05261420879289897 0.4178154400045638 0.04120346331676774 0.24731756551916875 0.13174845315486564 0.7419526965575063 0.025842537551272707
80.0036598152897 0.303 0.4167 1024.915 2696.4195 0.16154974490973845 0.0386732358640723 32.73226077401777 24.18763338967445 40.78150820244495 41.74332329712013 0.18777671539276788 0.06773573251694873 0.4506641169426429 0.04365398949268817 0.27587094804366324 0.12824812663258225 0.6620902753047917 0.050672986103313424
90.0036598152897 0.303 0.4167 940.9882 2710.1204 0.1704890807021308 0.04530894301970571 32.75091867410379 27.68375182276489 40.69118888820294 43.28681832764914 0.18568052485227993 0.0668007064212005 0.4456332596454718 0.04406472945179246 0.28897912786697655 0.13782605791776856 0.6935499068807437 0.048569669464554176
100.0036598152897 0.303 0.4394 926.0503 2765.569 0.18377905342088757 0.04610300739712655 32.96679433693714 30.528362802739508 40.274884631638905 43.694840560143575 0.18013939845734828 0.06080715186602957 0.41716492274333283 0.04160087547166292 0.2922006251884694 0.13839511656556022 0.6766751320154029 0.058935589701055065
110.0036598152897 0.3636 0.5606 780.1046 2823.0493 0.2086138555686157 0.04927813333697475 33.37455687210515 34.77945949486403 40.082592063714515 45.1345975375149 0.21752672931260064 0.051954205167170066 0.38802065228734167 0.026171490408581466 0.41499545202977806 0.15134516360343742 0.7402621576747392 0.027510980340462857
120.0036598152897 0.3561 0.5606 669.5873 2733.7387 0.21197601071326147 0.049602074550975164 33.31071438720327 36.58679112540896 40.00234481929036 45.548093216810955 0.19967853333108992 0.04279287006647937 0.35618332972572797 0.020284663231027296 0.422144065001243 0.15293428264852924 0.7530137375697848 0.021881298308863407
