#####################################################################
# Alchemist log file - simulation started at: 2024-04-22T09:38+0000 #
#####################################################################
#
# Algorithm = ff_linpro_ac, CamHerdRatio = 1.0, NumberOfHerds = 8.0, Seed = 11.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0028758930102714686 0.0 0.0 0.0 2.2361 2.7777036078416684E-6 0.0 21.20023793847265 0.0 21.20023793847265 21.20023793847265 0.0 0.0 0.0 0.0
10.002875893010271 0.0 0.1825 743.989 2684.8673 0.05698691201605962 0.010150126918554762 26.737784552094986 35.08957594718008 36.22699918573302 39.289672504795654 0.026031731350279044 0.0034538661558167504 0.13145596651168578 0.0805116294073359
20.00287589301027 0.219 0.3431 698.6368 2613.5212 0.11559686306796955 0.032737943458519575 28.057679177134787 51.9504380790404 39.14734670038256 42.31562904470569 0.10336278601453833 0.028811242063563402 0.23627194684293845 0.1277072960126066
30.00287589301027 0.219 0.365 563.084 2717.3326 0.18839722709470344 0.07967432825036722 29.496108591639704 73.63921084337464 42.544662747303846 46.62622288113499 0.14260636119989048 0.05238301798733879 0.28231745019674215 0.145291632215357
40.00287589301027 0.2555 0.365 495.8001 2795.267 0.15347321041143666 0.04676294637928356 29.397064526150388 55.43533330739361 40.343511916298276 41.51985831604876 0.1523369990109762 0.05912051502071057 0.28313090314046546 0.1475324308432424
50.00287589301027 0.3358 0.365 443.7207 2930.7781 0.15336375099985416 0.04082031637795021 30.03686422255554 49.56641173445715 39.47818241096242 41.58598341606912 0.15254928029332568 0.051509524865450726 0.2863378233899992 0.15145614387065168
60.00287589301027 0.3577 0.365 430.191 2850.3015 0.16120370997540015 0.03998044774321378 30.87253516446479 45.44130124691823 39.17495968659954 41.405301621159616 0.16347168643500395 0.05769124297234654 0.2831784044137582 0.14812223743033998
70.00287589301027 0.3431 0.4818 388.3544 2817.5854 0.18183375101616753 0.04060964569928119 31.682340294156532 45.40719386376581 39.44104514152817 41.874169768166084 0.17301903434469867 0.05949965832903481 0.3423411255296026 0.16197072007598073
80.00287589301027 0.3431 0.4745 261.8242 2827.441 0.19405431318441776 0.047863445194394026 31.86986915106516 47.34621734284145 39.814544169223645 43.14236510346679 0.1555778160150185 0.0501936569528257 0.3539132321122308 0.15230014472320325
90.00287589301027 0.3212 0.4745 228.3592 2830.8076 0.1987914128485346 0.051448055387299185 31.943780540570287 47.88575585948263 40.20169951722236 43.18265346269907 0.17607195557245736 0.059625011053468124 0.3542639656167696 0.15090386844155954
100.00287589301027 0.3285 0.4745 254.3747 2780.0181 0.19741736902288418 0.05103246063848427 31.920044772726836 47.33592987980246 40.09080825159951 43.59166213194533 0.1283873051588416 0.03049563922353004 0.3519918877323969 0.15220998791113202
110.00287589301027 0.3139 0.4818 243.1504 2790.0743 0.19496328403558097 0.04878613908053049 31.948109233637833 45.82196263563191 39.97101737101881 43.74339080325452 0.1261417293707186 0.02860420024476948 0.3620465844134971 0.1561566113326467
120.00287589301027 0.3358 0.4891 238.9994 2741.5708 0.199625357572531 0.05112179906826889 32.08812071559112 45.95626154269226 40.07514988954955 44.16917539032141 0.12092658218104516 0.024084711552044863 0.36385771570086495 0.15288471334923592
130.00287589301027 0.3358 0.4891 255.2316 2793.6723 0.19798474427631624 0.04930201037397727 32.1501247278781 44.50090549441808 40.07541673847185 44.01994256246202 0.11258934954927943 0.019495204361509158 0.369671160099675 0.15642120382161992
140.00287589301027 0.3212 0.4964 254.2116 2831.3484 0.2027963143834899 0.051655079014570573 32.327111091187994 44.247598447100806 40.181235566675504 43.59215988520381 0.10854577290605458 0.01713848801920512 0.3644101061763224 0.149325845893594
150.00287589301027 0.3285 0.4964 233.0063 2781.6538 0.20430240291947793 0.04992328162941528 32.51908311343213 42.555831694808276 39.983575871234926 43.71783992456152 0.10774834875739861 0.015361674496580916 0.3674000471955165 0.1515159193387502
160.00287589301027 0.3285 0.4672 225.1842 2730.5708 0.19980434966265617 0.04692078651965054 32.7133338441668 39.61311520636268 39.7339603244839 44.73891187279804 0.09806476412427727 0.01267922501343344 0.35910692152197876 0.1555335957654555
170.00287589301027 0.3431 0.6058 236.0981 2764.1376 0.2228547145332062 0.04169998851600833 33.46221435667631 38.74096577698072 39.86777606325212 43.22469199848647 0.14521826651885658 0.018501505791235346 0.45364013941667625 0.15053954878791398
180.00287589301027 0.2774 0.6423 207.2106 2810.7197 0.26244454770926945 0.07246950706930427 34.221865464488005 49.999870554427446 43.27916633313977 48.11344870040254 0.14175554232563348 0.01677011423245086 0.44589374263763953 0.15642711636319603
190.00287589301027 0.3431 0.6788 224.73 2887.3118 0.22340634817861718 0.03950901761557637 33.67091546843485 37.13951302006879 39.88487852375098 44.0230648723227 0.14451469070655393 0.015592101975111105 0.4374013643157346 0.166141236619605
200.00287589301027 0.2263 0.708 234.1827 2804.549 0.21652352621565688 0.03454176732872715 33.61036786219373 35.58758707452811 39.616148194593315 42.95897511495604 0.14642967976135293 0.013939595326955663 0.4362670970640377 0.17239523225529585
210.00287589301027 0.219 0.7226 236.1818 2870.3066 0.22080292137865387 0.03410061206964442 33.69221662549557 35.744056532687864 39.469794862726054 42.87472951655236 0.14389202191204697 0.011942163550699929 0.43357427441386187 0.16834779197178992
220.00287589301027 0.3285 0.7226 239.4198 2828.5506 0.2654615497600116 0.046285121934518954 34.37412838776796 41.47631333278465 40.95332541269692 44.202579493276986 0.1626370553083936 0.020156111932342357 0.52547089072834 0.13084076405344508
230.00287589301027 0.2993 0.708 140.6061 2838.9241 0.2801959434081859 0.057172620610663555 34.6136893699586 45.92969082010327 41.262974295964256 47.138740836418336 0.14739538417949777 0.016088692560684504 0.517092541220726 0.13387090456095854
240.00287589301027 0.3066 0.7226 142.4693 2769.5829 0.2823625008078231 0.05678433706334835 34.62779458275974 45.509218763986 41.39637616000288 46.44612877829342 0.15665282743089826 0.01848869585795923 0.5260626428574183 0.13575816246772887
250.00287589301027 0.3285 0.7153 112.7264 2720.9508 0.26710609263208596 0.04828918808342882 34.33654641305172 42.241849810309105 41.2566927353772 42.63865847938442 0.16593772092423084 0.02533942683973093 0.5011070274157031 0.1513940119299445
260.00287589301024 0.3139 0.7153 146.9978 2717.3363 0.2534112033141017 0.04143537116124752 34.13110645220604 40.44919846055833 40.66659378062897 42.20338509487207 0.1686554598770905 0.028642635025076142 0.5021144443671873 0.16770087755138843
270.00287589301024 0.3212 0.7226 154.6279 2726.8175 0.24713976575284236 0.041269573023025606 34.02329597700156 40.373751219473746 40.140470090236576 43.29067984602243 0.16924411536531214 0.025422003858815812 0.4907598002383779 0.18232798530091815
280.00287589301024 0.292 0.7007 138.7492 2810.8659 0.23788943632555462 0.04010276163387653 33.87585784538282 39.65741472201136 40.182691828322284 43.423650115329096 0.16087752835126873 0.023306356721002994 0.4921454773946541 0.15049412601397316
290.00287589301024 0.2336 0.6715 129.1989 2776.1539 0.22643919115386854 0.040953830351685275 33.65639881004953 39.271481011690824 40.271696020515115 43.72497318929342 0.14113700873181453 0.016336774981209695 0.489649306489366 0.13384169204274596
300.00287589301024 0.2044 0.6569 158.73 2756.1343 0.2183475114477742 0.039788647820285634 33.476690316300825 38.87926661509919 40.10450856097507 43.43156944088005 0.13333818779677944 0.013727612731927403 0.4780502895203461 0.13301387622458605
310.00287589301024 0.219 0.6788 136.6668 2784.3205 0.2211964895057596 0.04066549547414461 33.49131529091124 39.733349912359316 40.32204714853208 43.94521638737678 0.136823503538652 0.014150517558605769 0.4822346755502874 0.13076793349709726
320.00287589301024 0.2117 0.6715 117.4477 2777.5338 0.2122263682173919 0.0371192422534116 33.32568297165702 38.561996479059886 39.66050513790397 42.6809287753114 0.13620420613500048 0.01405823570603592 0.4822177772325152 0.13306987666381395
330.00287589301024 0.2336 0.6715 144.3826 2827.6819 0.21348101371950598 0.03741096515708556 33.31696635530843 39.12545947446925 39.98277164167486 43.37134027618629 0.1365694859724188 0.013948812952201602 0.48455975365511367 0.13372743708661608
