#####################################################################
# Alchemist log file - simulation started at: 2024-04-22T09:13+0000 #
#####################################################################
#
# Algorithm = ff_linpro, CamHerdRatio = 3.0, NumberOfHerds = 8.0, Seed = 7.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0016169583478660154 0.0 0.0 0.0 0.5 0.007491440767089952 0.0 27.706783088576845 0.0 27.706783088576845 27.706783088576845 0.0 0.0 0.0 0.0
10.001616958347867 0.125 0.125 1974.9567 2551.8071 0.12223092363028966 0.07689288660112911 30.634770401447494 38.28430213490486 45.568825399288386 47.408253737960294 0.07144420812973575 0.03623831761354847 0.1158524280107594 0.09490581701985755
20.001616958347867 0.125 0.125 1467.2838 2559.7277 0.13108233294272564 0.09155865567253048 30.907449993116654 51.67142746282553 48.54363858508513 50.25039228012708 0.07456678930188929 0.039317977828900126 0.11803630921668086 0.0982995901096608
30.001616958347867 0.125 0.125 1286.3136 2827.3816 0.13281560203549964 0.09372609300465039 30.99166527205536 55.105471867663944 49.36474773625997 50.603433655842096 0.12302635113658006 0.10681905498393397 0.11719283039203728 0.09695977920576639
40.00161695834787 0.125 0.125 874.4361 2806.937 0.13601438829859616 0.0974443285975625 31.2460666112931 62.4662113388685 50.71543519498057 52.1110094019175 0.12140991185204418 0.10406776362376735 0.11680079145103338 0.09636254184579217
50.00161695834787 0.125 0.125 745.3844 2799.146 0.1356616359024484 0.09435472436171721 31.222130702834274 56.485374837125086 49.94123822819445 50.83960818963172 0.12494693535699249 0.1100918313765933 0.11798621435113797 0.09821155576256138
60.00161695834787 0.125 0.125 483.1 2738.86 0.13575463166774768 0.09135896273635849 31.25531477685024 52.292141954547674 48.97338338453059 50.22071924033432 0.12496161823240819 0.11011755417859322 0.11785348312102695 0.09801423020293651
70.00161695834787 0.125 0.125 393.3954 2641.0505 0.1373632347693438 0.09131572756999577 31.371547530398217 52.3879534524046 49.06458490425858 50.444131142116575 0.12498911309302864 0.11016599473771431 0.11962480820943358 0.10099262160483248
80.00161695834787 0.125 0.125 551.5914 2812.9702 0.14019780203400428 0.09225786146884538 31.550657855958978 54.09399376140751 49.485220187184545 51.16394193263525 0.12483474043687899 0.10989420283618 0.11924804722733723 0.10037385697602151
90.00161695834787 0.125 0.125 903.8342 2873.0468 0.14497033254606653 0.0951514885083578 31.845560073049757 59.95107031176678 50.67302455175962 52.34425881362039 0.1228194829706881 0.10646885770939439 0.11926710292706104 0.10041373000594138
100.00161695834787 0.125 0.125 997.2905 2841.8002 0.14884771824141096 0.09719906455131497 32.13003964931013 65.79177852787167 51.704147597589746 53.41596966025364 0.118274867693419 0.0990749495546248 0.11759299274951523 0.0976111288459961
110.00161695834787 0.125 0.125 1011.0343 2852.5573 0.1526418770631248 0.09803965443072958 32.38063076387111 69.85753500544014 52.61244039148649 54.18984861167051 0.11907986057681033 0.10030013206689053 0.11716628666693385 0.09694629046185974
120.00161695834787 0.125 0.125 1064.6873 2763.6273 0.15661605063948217 0.09671260523422986 32.500399317703426 66.92741029150176 52.30907781079786 53.566448252143076 0.12198091582843781 0.10501259866247127 0.11811113066004335 0.09844039038337384
